state_clean,year,month,outbreak_typhoid
UTTARANCHAL,2022,10,1
UTTARANCHAL,2022,11,1
UTTARANCHAL,2022,12,0
UTTARANCHAL,2023,1,1
UTTARANCHAL,2023,2,0
UTTARANCHAL,2023,3,1
UTTARANCHAL,2023,4,1
UTTARANCHAL,2023,5,0
UTTARANCHAL,2023,6,1
UTTARANCHAL,2023,7,0
UTTARANCHAL,2023,8,1
UTTARANCHAL,2023,9,1
UTTARANCHAL,2023,10,1
UTTARANCHAL,2023,11,1
UTTARANCHAL,2023,12,1
WEST BENGAL,2019,1,1
WEST BENGAL,2019,2,1
WEST BENGAL,2019,3,0
WEST BENGAL,2019,4,0
WEST BENGAL,2019,5,1
WEST BENGAL,2019,6,0
WEST BENGAL,2019,7,1
WEST BENGAL,2019,8,0
WEST BENGAL,2019,9,1
WEST BENGAL,2019,10,0
WEST BENGAL,2019,11,1
WEST BENGAL,2019,12,1
WEST BENGAL,2020,1,1
WEST BENGAL,2020,2,0
WEST BENGAL,2020,3,1
WEST BENGAL,2020,4,0
WEST BENGAL,2020,5,1
WEST BENGAL,2020,6,1
WEST BENGAL,2020,7,1
WEST BENGAL,2020,8,1
WEST BENGAL,2020,9,0
WEST BENGAL,2020,10,1
WEST BENGAL,2020,11,0
WEST BENGAL,2020,12,1
WEST BENGAL,2021,1,0
WEST BENGAL,2021,2,0
WEST BENGAL,2021,3,1
WEST BENGAL,2021,4,1
WEST BENGAL,2021,5,0
WEST BENGAL,2021,6,1
WEST BENGAL,2021,7,0
WEST BENGAL,2021,8,1
WEST BENGAL,2021,9,0
WEST BENGAL,2021,10,0
WEST BENGAL,2021,11,1
WEST BENGAL,2021,12,1
WEST BENGAL,2022,1,0
WEST BENGAL,2022,2,1
WEST BENGAL,2022,3,1
WEST BENGAL,2022,4,0
WEST BENGAL,2022,5,1
WEST BENGAL,2022,6,1
WEST BENGAL,2022,7,1
WEST BENGAL,2022,8,1
WEST BENGAL,2022,9,1
WEST BENGAL,2022,10,0
WEST BENGAL,2022,11,1
WEST BENGAL,2022,12,0
WEST BENGAL,2023,1,0
WEST BENGAL,2023,2,1
WEST BENGAL,2023,3,1
WEST BENGAL,2023,4,1
WEST BENGAL,2023,5,1
WEST BENGAL,2023,6,0
WEST BENGAL,2023,7,1
WEST BENGAL,2023,8,1
WEST BENGAL,2023,9,1
WEST BENGAL,2023,10,0
WEST BENGAL,2023,11,1
WEST BENGAL,2023,12,1
