district_clean,state_clean,year,month,outbreak_add,outbreak_cholera
SURAT,GUJARAT,2011,12,1,0
SURAT,GUJARAT,2012,3,1,0
SURAT,GUJARAT,2012,12,1,0
SURAT,GUJARAT,2013,3,1,0
SURAT,GUJARAT,2013,8,1,0
SURAT,GUJARAT,2014,4,1,0
SURAT,GUJARAT,2014,7,1,0
SURAT,GUJARAT,2014,11,1,0
SURAT,GUJARAT,2015,6,1,0
SURAT,GUJARAT,2015,7,1,0
SURAT,GUJARAT,2015,8,1,0
SURAT,GUJARAT,2016,3,1,0
SURAT,GUJARAT,2016,5,1,0
SURAT,GUJARAT,2016,7,1,1
SURAT,GUJARAT,2017,9,1,0
SURAT,GUJARAT,2017,12,0,1
SURAT,GUJARAT,2018,3,1,0
SURAT,GUJARAT,2018,6,1,0
SURAT,GUJARAT,2018,9,1,0
SURAT,GUJARAT,2019,8,1,0
SURAT,GUJARAT,2019,10,1,0
SURAT,GUJARAT,2021,5,1,0
SURAT,GUJARAT,2021,9,0,1
SURAT,GUJARAT,2021,10,0,1
SURAT,GUJARAT,2021,12,1,0
SURENDRANAGAR,GUJARAT,2009,6,1,0
SURENDRANAGAR,GUJARAT,2010,6,1,0
SURENDRANAGAR,GUJARAT,2010,11,1,0
SURENDRANAGAR,GUJARAT,2012,1,1,0
SURENDRANAGAR,GUJARAT,2012,3,1,0
SURENDRANAGAR,GUJARAT,2012,5,1,0
SURENDRANAGAR,GUJARAT,2012,7,1,0
SURENDRANAGAR,GUJARAT,2013,10,1,0
SURENDRANAGAR,GUJARAT,2017,6,1,0
SURENDRANAGAR,GUJARAT,2018,1,1,0
TAPI,GUJARAT,2011,1,1,0
TAPI,GUJARAT,2012,10,1,0
TAPI,GUJARAT,2013,5,1,0
TAPI SURAT,GUJARAT,2010,8,1,0
VADODARA,GUJARAT,2010,5,1,0
VADODARA,GUJARAT,2010,7,1,0
VADODARA,GUJARAT,2011,5,1,0
VADODARA,GUJARAT,2011,8,0,1
VADODARA,GUJARAT,2014,6,1,0
VADODARA,GUJARAT,2014,9,1,0
VADODARA,GUJARAT,2014,10,0,1
VADODARA,GUJARAT,2014,11,1,0
VADODARA,GUJARAT,2015,5,1,0
VADODARA,GUJARAT,2016,7,0,1
VADODARA,GUJARAT,2017,6,0,1
VADODARA,GUJARAT,2018,2,1,0
VADODARA,GUJARAT,2018,5,1,0
VADODARA,GUJARAT,2018,7,1,1
VADODARA,GUJARAT,2019,7,1,0
VADODARA,GUJARAT,2019,8,0,1
VADODARA,GUJARAT,2021,7,0,1
VALSAD,GUJARAT,2013,12,1,0
VALSAD,GUJARAT,2014,8,1,0
VALSAD,GUJARAT,2014,9,1,0
VALSAD,GUJARAT,2015,2,1,0
VALSAD,GUJARAT,2015,5,1,0
VALSAD,GUJARAT,2016,7,1,0
VALSAD,GUJARAT,2017,7,1,0
VALSAD,GUJARAT,2017,9,1,0
VALSAD,GUJARAT,2018,9,1,0
VALSAD,GUJARAT,2021,9,1,0
AMBALA,HARYANA,2009,10,1,0
AMBALA,HARYANA,2009,12,1,0
AMBALA,HARYANA,2011,5,1,0
AMBALA,HARYANA,2011,8,1,0
AMBALA,HARYANA,2011,12,1,0
AMBALA,HARYANA,2012,8,1,0
AMBALA,HARYANA,2013,10,0,1
AMBALA,HARYANA,2014,11,1,0
AMBALA,HARYANA,2016,2,1,0
AMBALA,HARYANA,2016,3,1,0
AMBALA,HARYANA,2016,4,1,0
AMBALA,HARYANA,2016,9,1,0
AMBALA,HARYANA,2018,7,1,0
AMBALA,HARYANA,2019,1,1,0
AMBALA,HARYANA,2019,9,1,1
FATEHABAD,HARYANA,2016,9,1,0
FATEHABAD,HARYANA,2016,10,1,0
FATEHABAD,HARYANA,2018,6,1,0
GURGAON,HARYANA,2010,5,1,0
GURGAON,HARYANA,2010,7,1,0
GURGAON,HARYANA,2011,8,1,0
GURGAON,HARYANA,2011,9,1,0
GURGAON,HARYANA,2011,12,1,0
GURGAON,HARYANA,2013,6,1,0
GURGAON,HARYANA,2014,6,0,1
GURGAON,HARYANA,2017,7,0,1
GURUGRAM,HARYANA,2018,5,1,0
GURUGRAM,HARYANA,2021,9,1,0
GURUGRAM,HARYANA,2022,5,1,0
JHAJJAR,HARYANA,2009,8,1,0
JIND,HARYANA,2010,5,1,0
JIND,HARYANA,2010,8,1,0
JIND,HARYANA,2012,8,1,0
JIND,HARYANA,2018,5,1,0
KAITHAL,HARYANA,2009,10,1,0
KAITHAL,HARYANA,2012,6,0,1
KAITHAL,HARYANA,2014,9,1,0
KAITHAL,HARYANA,2016,6,1,0
KAITHAL,HARYANA,2019,4,1,0
KAITHAL,HARYANA,2021,10,1,0
KARNAL,HARYANA,2010,7,0,1
KARNAL,HARYANA,2010,9,1,0
KARNAL,HARYANA,2011,10,1,0
KARNAL,HARYANA,2012,8,1,0
KARNAL,HARYANA,2012,9,0,1
KARNAL,HARYANA,2017,7,1,0
KARNAL,HARYANA,2021,8,1,0
KURUKSHETRA,HARYANA,2009,10,0,1
KURUKSHETRA,HARYANA,2010,7,0,1
KURUKSHETRA,HARYANA,2011,1,1,0
KURUKSHETRA,HARYANA,2012,7,1,0
KURUKSHETRA,HARYANA,2013,9,0,1
KURUKSHETRA,HARYANA,2018,7,1,0
KURUKSHETRA,HARYANA,2018,8,1,0
KURUKSHETRA,HARYANA,2018,9,1,0
KURUKSHETRA,HARYANA,2019,9,1,0
KURUKSHETRA,HARYANA,2021,9,1,0
NARNAUL,HARYANA,2010,7,1,0
PALWAL,HARYANA,2009,7,1,0
PALWAL,HARYANA,2011,8,1,0
PANCHKULA,HARYANA,2011,8,0,1
PANCHKULA,HARYANA,2012,6,0,1
PANCHKULA,HARYANA,2014,8,0,1
PANCHKULA,HARYANA,2019,9,0,1
PANCHKULA,HARYANA,2021,7,0,1
PANIPAT,HARYANA,2009,9,0,1
PANIPAT,HARYANA,2015,7,1,0
PANIPAT,HARYANA,2022,4,1,0
ROHTAK,HARYANA,2011,5,1,0
ROHTAK,HARYANA,2012,6,1,0
SIRSA,HARYANA,2013,11,1,0
SIRSA,HARYANA,2014,11,1,0
YAMUNA NAGAR,HARYANA,2011,5,1,0
YAMUNA NAGAR,HARYANA,2012,5,0,1
YAMUNA NAGAR,HARYANA,2013,8,0,1
YAMUNA NAGAR,HARYANA,2015,2,1,0
YAMUNA NAGAR,HARYANA,2015,7,1,0
YAMUNA NAGAR,HARYANA,2015,8,1,0
YAMUNA NAGAR,HARYANA,2016,7,1,0
YAMUNA NAGAR,HARYANA,2018,6,1,0
YAMUNA NAGAR,HARYANA,2019,1,1,0
YAMUNA NAGAR,HARYANA,2021,7,1,0
YAMUNA NAGAR,HARYANA,2021,8,1,1
YAMUNANAGAR,HARYANA,2010,7,1,0
YAMUNANAGAR,HARYANA,2010,8,1,0
BILASPUR,HIMACHAL PRADESH,2009,7,1,0
BILASPUR,HIMACHAL PRADESH,2013,11,1,0
BILASPUR,HIMACHAL PRADESH,2021,2,1,0
CHAMBA,HIMACHAL PRADESH,2009,9,1,0
CHAMBA,HIMACHAL PRADESH,2009,11,1,0
HAMIRPUR,HIMACHAL PRADESH,2009,6,1,0
HAMIRPUR,HIMACHAL PRADESH,2012,5,1,0
HAMIRPUR,HIMACHAL PRADESH,2015,9,1,0
KANGRA,HIMACHAL PRADESH,2009,10,1,0
KANGRA,HIMACHAL PRADESH,2014,1,1,0
KANGRA,HIMACHAL PRADESH,2015,4,1,0
KANGRA,HIMACHAL PRADESH,2015,11,1,0
KANGRA,HIMACHAL PRADESH,2015,12,1,0
KANGRA,HIMACHAL PRADESH,2017,6,1,0
KANGRA,HIMACHAL PRADESH,2017,7,1,0
KANGRA,HIMACHAL PRADESH,2017,11,1,0
KANGRA,HIMACHAL PRADESH,2017,12,1,0
KANGRA,HIMACHAL PRADESH,2018,5,1,0
KANGRA,HIMACHAL PRADESH,2018,7,1,0
KANGRA,HIMACHAL PRADESH,2019,3,1,0
KANGRA,HIMACHAL PRADESH,2019,8,1,0
KANGRA,HIMACHAL PRADESH,2020,6,1,0
KULLU,HIMACHAL PRADESH,2017,7,1,0
KULLU,HIMACHAL PRADESH,2018,4,1,0
KULLU,HIMACHAL PRADESH,2018,10,1,0
KULLU,HIMACHAL PRADESH,2019,9,1,0
LAHAUL SPITI,HIMACHAL PRADESH,2009,6,1,0
MANDI,HIMACHAL PRADESH,2009,7,1,0
MANDI,HIMACHAL PRADESH,2012,6,1,0
MANDI,HIMACHAL PRADESH,2012,7,1,0
MANDI,HIMACHAL PRADESH,2013,8,1,0
MANDI,HIMACHAL PRADESH,2014,6,1,0
MANDI,HIMACHAL PRADESH,2014,7,1,0
MANDI,HIMACHAL PRADESH,2014,8,1,0
MANDI,HIMACHAL PRADESH,2014,12,1,0
MANDI,HIMACHAL PRADESH,2015,2,1,0
MANDI,HIMACHAL PRADESH,2015,3,1,0
MANDI,HIMACHAL PRADESH,2015,7,1,0
MANDI,HIMACHAL PRADESH,2016,8,1,0
MANDI,HIMACHAL PRADESH,2016,10,1,0
MANDI,HIMACHAL PRADESH,2017,2,1,0
MANDI,HIMACHAL PRADESH,2017,5,1,0
MANDI,HIMACHAL PRADESH,2017,6,1,0
MANDI,HIMACHAL PRADESH,2017,12,1,0
MANDI,HIMACHAL PRADESH,2018,2,1,0
MANDI,HIMACHAL PRADESH,2018,3,1,0
MANDI,HIMACHAL PRADESH,2018,4,1,0
MANDI,HIMACHAL PRADESH,2018,7,1,0
MANDI,HIMACHAL PRADESH,2019,3,1,0
MANDI,HIMACHAL PRADESH,2019,4,1,0
MANDI,HIMACHAL PRADESH,2019,6,1,0
MANDI,HIMACHAL PRADESH,2019,8,1,0
MANDI,HIMACHAL PRADESH,2020,3,1,0
MANDI,HIMACHAL PRADESH,2021,7,1,0
SHIMLA,HIMACHAL PRADESH,2009,9,1,0
SHIMLA,HIMACHAL PRADESH,2010,3,1,0
SHIMLA,HIMACHAL PRADESH,2010,5,1,0
SHIMLA,HIMACHAL PRADESH,2010,7,0,1
SHIMLA,HIMACHAL PRADESH,2010,8,1,0
SIRMAUR,HIMACHAL PRADESH,2012,6,1,0
SIRMAUR,HIMACHAL PRADESH,2015,3,1,0
SOLAN,HIMACHAL PRADESH,2014,6,1,0
SOLAN,HIMACHAL PRADESH,2018,7,1,0
SOLAN,HIMACHAL PRADESH,2019,6,1,0
UNA,HIMACHAL PRADESH,2013,8,1,0
UNA,HIMACHAL PRADESH,2015,2,1,0
UNA,HIMACHAL PRADESH,2015,9,1,0
ANANTNAG,JAMMU AND KASHMIR,2011,8,1,0
ANANTNAG,JAMMU AND KASHMIR,2013,8,1,0
ANANTNAG,JAMMU AND KASHMIR,2014,8,1,0
ANANTNAG,JAMMU AND KASHMIR,2015,3,1,0
ANANTNAG,JAMMU AND KASHMIR,2015,7,1,0
ANANTNAG,JAMMU AND KASHMIR,2017,7,1,0
ANANTNAG,JAMMU AND KASHMIR,2018,7,1,0
BADGAM,JAMMU AND KASHMIR,2011,8,1,0
BADGAM,JAMMU AND KASHMIR,2013,8,1,0
BANDIPORA,JAMMU AND KASHMIR,2012,9,1,0
BANDIPORA,JAMMU AND KASHMIR,2013,7,1,0
BANDIPORA,JAMMU AND KASHMIR,2013,10,1,0
BANDIPORA,JAMMU AND KASHMIR,2017,8,1,0
BARAMULLA,JAMMU AND KASHMIR,2012,6,1,0
BARAMULLA,JAMMU AND KASHMIR,2012,7,1,0
BARAMULLA,JAMMU AND KASHMIR,2012,8,1,0
BARAMULLA,JAMMU AND KASHMIR,2012,9,0,1
BARAMULLA,JAMMU AND KASHMIR,2014,7,1,0
BARAMULLA,JAMMU AND KASHMIR,2015,7,1,0
BARAMULLA,JAMMU AND KASHMIR,2015,8,1,0
BARAMULLA,JAMMU AND KASHMIR,2016,5,1,0
BARAMULLA,JAMMU AND KASHMIR,2016,7,1,0
BARAMULLA,JAMMU AND KASHMIR,2017,7,1,0
BARAMULLA,JAMMU AND KASHMIR,2017,8,1,0
BARAMULLA,JAMMU AND KASHMIR,2018,5,1,0
BUDGAM,JAMMU AND KASHMIR,2010,8,0,1
BUDGAM,JAMMU AND KASHMIR,2012,5,1,0
BUDGAM,JAMMU AND KASHMIR,2012,8,1,0
BUDGAM,JAMMU AND KASHMIR,2013,3,1,0
BUDGAM,JAMMU AND KASHMIR,2014,7,1,0
BUDGAM,JAMMU AND KASHMIR,2014,8,1,0
DODA,JAMMU AND KASHMIR,2010,8,1,0
DODA,JAMMU AND KASHMIR,2015,9,1,0
DODA,JAMMU AND KASHMIR,2019,5,1,0
GANDERBAL,JAMMU AND KASHMIR,2011,7,1,0
GANDERBAL,JAMMU AND KASHMIR,2012,7,1,0
GANDERBAL,JAMMU AND KASHMIR,2012,8,1,0
GANDERBAL,JAMMU AND KASHMIR,2013,8,1,0
GANDERBAL,JAMMU AND KASHMIR,2018,9,1,0
JAMMU AND KASHMIR,JAMMU AND KASHMIR,2012,4,1,0
JAMMU AND KASHMIR,JAMMU AND KASHMIR,2014,7,1,0
JAMMU AND KASHMIR,JAMMU AND KASHMIR,2015,3,1,0
JAMMU AND KASHMIR,JAMMU AND KASHMIR,2015,5,1,0
JAMMU AND KASHMIR,JAMMU AND KASHMIR,2017,8,1,0
KATHUA,JAMMU AND KASHMIR,2012,4,1,0
KATHUA,JAMMU AND KASHMIR,2015,7,1,0
KATHUA,JAMMU AND KASHMIR,2016,10,1,0
KULGAM,JAMMU AND KASHMIR,2013,5,1,0
KULGAM,JAMMU AND KASHMIR,2013,8,1,0
KULGAM,JAMMU AND KASHMIR,2014,5,1,0
KULGAM,JAMMU AND KASHMIR,2014,7,1,0
KULGAM,JAMMU AND KASHMIR,2017,8,1,0
KULGAM,JAMMU AND KASHMIR,2018,6,1,0
KUPWARA,JAMMU AND KASHMIR,2011,6,1,0
KUPWARA,JAMMU AND KASHMIR,2012,6,1,0
KUPWARA,JAMMU AND KASHMIR,2013,8,1,0
KUPWARA,JAMMU AND KASHMIR,2014,8,1,0
KUPWARA,JAMMU AND KASHMIR,2015,8,1,0
KUPWARA,JAMMU AND KASHMIR,2017,7,1,0
KUPWARA,JAMMU AND KASHMIR,2017,8,1,0
KUPWARA,JAMMU AND KASHMIR,2018,8,1,0
KUPWARA,JAMMU AND KASHMIR,2019,7,1,0
KUPWARA,JAMMU AND KASHMIR,2019,8,1,1
KUPWARA,JAMMU AND KASHMIR,2019,9,1,0
KUPWARA,JAMMU AND KASHMIR,2020,10,1,0
LEH LADAKH,JAMMU AND KASHMIR,2014,10,1,0
LEH LADAKH,JAMMU AND KASHMIR,2014,11,1,0
POONCH,JAMMU AND KASHMIR,2019,6,1,0
PULWAMA,JAMMU AND KASHMIR,2012,8,1,0
PULWAMA,JAMMU AND KASHMIR,2013,4,1,0
PULWAMA,JAMMU AND KASHMIR,2013,8,1,0
PULWAMA,JAMMU AND KASHMIR,2016,7,1,0
PULWAMA,JAMMU AND KASHMIR,2017,8,1,0
RAJOURI,JAMMU AND KASHMIR,2015,6,1,0
RAMBAN,JAMMU AND KASHMIR,2016,8,1,0
REASI,JAMMU AND KASHMIR,2013,8,1,0
REASI,JAMMU AND KASHMIR,2016,5,1,0
SHOPIAN,JAMMU AND KASHMIR,2013,5,1,0
SHOPIAN,JAMMU AND KASHMIR,2013,7,1,0
SHOPIAN,JAMMU AND KASHMIR,2014,2,1,0
SHOPIAN,JAMMU AND KASHMIR,2015,7,1,0
SHOPIAN,JAMMU AND KASHMIR,2017,8,1,0
SHOPIAN,JAMMU AND KASHMIR,2019,9,1,0
SRINAGAR,JAMMU AND KASHMIR,2011,7,1,0
SRINAGAR,JAMMU AND KASHMIR,2020,10,1,0
UDHAMPUR,JAMMU AND KASHMIR,2015,7,1,0
UDHAMPUR,JAMMU AND KASHMIR,2018,6,1,0
UDHAMPUR,JAMMU AND KASHMIR,2019,9,1,0
BOKARO,JHARKHAND,2018,5,1,0
BOKARO,JHARKHAND,2018,8,1,0
CHATRA,JHARKHAND,2011,7,1,0
CHATRA,JHARKHAND,2018,8,1,0
DEOGHAR,JHARKHAND,2014,10,1,0
DEOGHAR,JHARKHAND,2017,8,1,0
DEOGHAR,JHARKHAND,2019,9,1,0
DHANBAD,JHARKHAND,2013,6,1,0
DHANBAD,JHARKHAND,2017,7,1,0
DHANBAD,JHARKHAND,2018,6,1,0
DHANBAD,JHARKHAND,2019,11,1,0
DHANBAD,JHARKHAND,2019,12,1,0
DHANBAD,JHARKHAND,2021,9,1,0
DHANBAD,JHARKHAND,2021,10,1,0
DHANBAD,JHARKHAND,2021,11,1,0
DUMKA,JHARKHAND,2009,10,1,0
DUMKA,JHARKHAND,2014,8,1,0
DUMKA,JHARKHAND,2015,8,1,0
DUMKA,JHARKHAND,2019,6,1,0
DUMKA,JHARKHAND,2019,7,1,0
EAST SINGHBHUM,JHARKHAND,2011,7,1,0
EAST SINGHBHUM,JHARKHAND,2011,10,1,0
EAST SINGHBHUM,JHARKHAND,2014,11,1,0
EAST SINGHBHUM,JHARKHAND,2016,1,1,0
EAST SINGHBHUM,JHARKHAND,2016,3,1,0
EAST SINGHBHUM,JHARKHAND,2016,7,1,0
EAST SINGHBHUM,JHARKHAND,2016,8,1,0
EAST SINGHBHUM,JHARKHAND,2016,9,1,0
EAST SINGHBHUM,JHARKHAND,2017,2,1,0
EAST SINGHBHUM,JHARKHAND,2017,10,1,0
EAST SINGHBHUM,JHARKHAND,2017,11,1,0
EAST SINGHBHUM,JHARKHAND,2018,5,1,0
EAST SINGHBHUM,JHARKHAND,2018,8,1,0
EAST SINGHBHUM,JHARKHAND,2019,11,1,0
EAST SINGHBHUM,JHARKHAND,2020,2,1,0
EAST SINGHBHUM,JHARKHAND,2021,10,1,0
EAST SINGHBHUM,JHARKHAND,2021,11,1,0
EAST SINGHBHUM,JHARKHAND,2022,6,1,0
GARHWA,JHARKHAND,2012,7,1,0
GIRIDIH,JHARKHAND,2019,8,1,0
GODDA,JHARKHAND,2013,8,1,0
GODDA,JHARKHAND,2017,10,1,0
GODDA,JHARKHAND,2021,7,1,0
GODDA,JHARKHAND,2021,8,1,0
GUMLA,JHARKHAND,2013,10,1,0
JAMTARA,JHARKHAND,2010,7,1,0
JAMTARA,JHARKHAND,2016,8,1,0
JAMTARA,JHARKHAND,2017,10,1,0
JAMTARA,JHARKHAND,2018,6,1,0
LOHARDA,JHARKHAND,2013,9,1,0
LOHARDAGA,JHARKHAND,2013,7,1,0
LOHARDAGA,JHARKHAND,2014,8,1,0
LOHARDAGA,JHARKHAND,2015,6,1,0
LOHARDAGA,JHARKHAND,2015,8,1,0
LOHARDAGA,JHARKHAND,2016,7,1,0
LOHARDAGA,JHARKHAND,2016,9,1,0
LOHARDAGA,JHARKHAND,2017,8,1,0
PAKUR,JHARKHAND,2012,7,1,0
PAKUR,JHARKHAND,2013,9,1,0
PAKUR,JHARKHAND,2013,10,1,0
PAKUR,JHARKHAND,2016,3,1,0
PAKUR,JHARKHAND,2016,6,1,0
PAKUR,JHARKHAND,2016,8,1,0
RANCHI,JHARKHAND,2012,7,1,0
RANCHI,JHARKHAND,2013,8,1,0
RANCHI,JHARKHAND,2013,9,1,0
RANCHI,JHARKHAND,2013,10,1,0
RANCHI,JHARKHAND,2014,8,1,0
RANCHI,JHARKHAND,2016,7,1,0
RANCHI,JHARKHAND,2019,8,1,0
RANCHI,JHARKHAND,2021,6,1,0
RANCHI,JHARKHAND,2022,5,1,0
SAHEBGANJ,JHARKHAND,2014,8,1,0
SAHEBGANJ,JHARKHAND,2016,8,1,0
SAHEBGANJ,JHARKHAND,2019,5,1,0
SARAIKELA KHARSAWAN,JHARKHAND,2011,12,1,0
SARAIKELA KHARSAWAN,JHARKHAND,2019,10,1,0
SARAIKELA KHARSAWAN,JHARKHAND,2019,11,1,0
SIMDEGA,JHARKHAND,2011,9,1,0
SIMDEGA,JHARKHAND,2012,6,1,0
SIMDEGA,JHARKHAND,2018,8,1,0
WEST SINGHBHUM,JHARKHAND,2011,9,1,0
WEST SINGHBHUM,JHARKHAND,2012,6,1,0
WEST SINGHBHUM,JHARKHAND,2012,8,1,0
WEST SINGHBHUM,JHARKHAND,2012,9,1,0
WEST SINGHBHUM,JHARKHAND,2013,6,1,0
WEST SINGHBHUM,JHARKHAND,2013,8,1,0
WEST SINGHBHUM,JHARKHAND,2013,9,1,0
WEST SINGHBHUM,JHARKHAND,2013,10,1,0
WEST SINGHBHUM,JHARKHAND,2014,10,1,0
WEST SINGHBHUM,JHARKHAND,2015,8,1,0
WEST SINGHBHUM,JHARKHAND,2016,6,1,0
WEST SINGHBHUM,JHARKHAND,2017,7,1,0
WEST SINGHBHUM,JHARKHAND,2018,6,1,0
WEST SINGHBHUM,JHARKHAND,2018,7,1,0
WEST SINGHBHUM,JHARKHAND,2018,8,1,0
WEST SINGHBHUM,JHARKHAND,2018,9,1,0
WEST SINGHBHUM,JHARKHAND,2019,9,1,0
WEST SINGHBHUM,JHARKHAND,2019,10,1,0
WEST SINGHBHUM,JHARKHAND,2021,7,1,0
WEST SINGHBHUM,JHARKHAND,2021,9,1,0
WEST SINGHBHUM,JHARKHAND,2021,10,1,0
WEST SINGHBHUM,JHARKHAND,2021,11,1,0
WEST SINGHBHUM,JHARKHAND,2022,6,1,0
BAGALKOT,KARNATAKA,2009,10,1,0
BAGALKOT,KARNATAKA,2009,11,1,0
BAGALKOT,KARNATAKA,2011,7,1,0
BAGALKOT,KARNATAKA,2013,8,1,0
BAGALKOT,KARNATAKA,2014,6,1,0
BAGALKOT,KARNATAKA,2015,9,0,1
BAGALKOT,KARNATAKA,2018,9,1,0
BAGALKOT,KARNATAKA,2021,9,1,0
BALLARI,KARNATAKA,2009,8,1,0
BALLARI,KARNATAKA,2009,11,1,0
BALLARI,KARNATAKA,2010,5,1,0
BALLARI,KARNATAKA,2010,6,1,0
BALLARI,KARNATAKA,2011,6,1,0
BALLARI,KARNATAKA,2011,7,1,0
BALLARI,KARNATAKA,2013,5,1,0
BALLARI,KARNATAKA,2013,6,1,0
BALLARI,KARNATAKA,2013,7,1,0
BALLARI,KARNATAKA,2013,9,1,1
BALLARI,KARNATAKA,2013,11,0,1
BALLARI,KARNATAKA,2014,7,1,0
BALLARI,KARNATAKA,2016,4,1,0
BALLARI,KARNATAKA,2016,7,1,0
BALLARI,KARNATAKA,2018,3,1,0
BALLARI,KARNATAKA,2019,10,1,0
BALLARI,KARNATAKA,2021,1,1,0
BALLARI,KARNATAKA,2021,10,1,0
BALLARI,KARNATAKA,2022,5,1,0
BANGALORE,KARNATAKA,2010,4,1,0
BANGALORE,KARNATAKA,2010,10,1,0
BANGALORE,KARNATAKA,2015,10,1,0
BANGALORE,KARNATAKA,2018,5,1,0
BANGALORE RURAL,KARNATAKA,2016,6,1,0
BANGALORE URBAN,KARNATAKA,2011,6,1,0
BANGALORE URBAN,KARNATAKA,2012,5,1,0
BANGALORE URBAN,KARNATAKA,2012,6,0,1
BANGALORE URBAN,KARNATAKA,2013,5,1,0
BANGALORE URBAN,KARNATAKA,2013,7,1,0
BANGALORE URBAN,KARNATAKA,2013,12,1,0
BANGALORE URBAN,KARNATAKA,2016,3,1,0
BANGALORE URBAN,KARNATAKA,2017,10,0,1
BANGALORE URBAN,KARNATAKA,2017,12,0,1
BBMP,KARNATAKA,2022,5,0,1
BELAGAVI,KARNATAKA,2016,5,0,1
BELAGAVI,KARNATAKA,2018,6,1,0
BELAGAVI,KARNATAKA,2018,11,1,0
BELAGAVI,KARNATAKA,2019,2,1,0
BELGAUM,KARNATAKA,2009,6,1,0
BELGAUM,KARNATAKA,2009,7,1,0
BELGAUM,KARNATAKA,2009,8,1,0
BELGAUM,KARNATAKA,2009,9,1,0
BELGAUM,KARNATAKA,2009,10,1,0
BELGAUM,KARNATAKA,2010,4,1,0
BELGAUM,KARNATAKA,2010,8,1,0
BELGAUM,KARNATAKA,2010,9,0,1
BELGAUM,KARNATAKA,2011,5,1,1
BELGAUM,KARNATAKA,2011,6,1,0
BELGAUM,KARNATAKA,2011,8,1,0
BELGAUM,KARNATAKA,2011,10,1,0
BELGAUM,KARNATAKA,2011,12,1,0
BELGAUM,KARNATAKA,2012,1,0,1
BELGAUM,KARNATAKA,2012,4,1,0
BELGAUM,KARNATAKA,2012,5,1,0
BELGAUM,KARNATAKA,2012,8,0,1
BELGAUM,KARNATAKA,2012,10,0,1
BELGAUM,KARNATAKA,2013,7,1,0
BELGAUM,KARNATAKA,2013,12,1,0
BELGAUM,KARNATAKA,2014,2,1,0
BELGAUM,KARNATAKA,2014,5,1,0
BELGAUM,KARNATAKA,2015,6,0,1
BENGALURU URBAN,KARNATAKA,2021,10,1,0
BIDAR,KARNATAKA,2009,6,1,0
BIDAR,KARNATAKA,2009,7,1,0
BIDAR,KARNATAKA,2010,6,1,0
BIDAR,KARNATAKA,2010,8,1,0
BIDAR,KARNATAKA,2011,2,1,0
BIDAR,KARNATAKA,2011,6,1,0
BIDAR,KARNATAKA,2011,7,1,0
BIDAR,KARNATAKA,2011,8,0,1
BIDAR,KARNATAKA,2011,9,1,0
BIDAR,KARNATAKA,2011,10,1,0
BIDAR,KARNATAKA,2012,6,0,1
BIDAR,KARNATAKA,2012,7,1,1
BIDAR,KARNATAKA,2013,6,1,0
BIDAR,KARNATAKA,2013,7,1,1
BIDAR,KARNATAKA,2013,10,1,0
BIDAR,KARNATAKA,2014,9,1,0
BIDAR,KARNATAKA,2015,3,1,0
BIDAR,KARNATAKA,2015,4,0,1
BIDAR,KARNATAKA,2015,7,1,1
BIDAR,KARNATAKA,2015,10,1,0
BIDAR,KARNATAKA,2016,6,0,1
BIDAR,KARNATAKA,2016,7,0,1
BIDAR,KARNATAKA,2016,8,0,1
BIDAR,KARNATAKA,2016,10,1,0
BIDAR,KARNATAKA,2017,8,1,0
BIDAR,KARNATAKA,2017,10,1,0
BIDAR,KARNATAKA,2018,1,1,0
BIDAR,KARNATAKA,2018,5,1,0
BIJAPUR,KARNATAKA,2009,6,1,0
BIJAPUR,KARNATAKA,2009,7,1,0
BIJAPUR,KARNATAKA,2009,11,1,0
BIJAPUR,KARNATAKA,2010,3,1,0
BIJAPUR,KARNATAKA,2010,5,1,0
BIJAPUR,KARNATAKA,2011,6,1,0
BIJAPUR,KARNATAKA,2011,10,1,0
BIJAPUR,KARNATAKA,2012,7,0,1
BIJAPUR,KARNATAKA,2012,8,1,1
BIJAPUR,KARNATAKA,2013,6,1,0
BIJAPUR,KARNATAKA,2013,7,1,0
BIJAPUR,KARNATAKA,2015,5,1,0
BIJAPUR,KARNATAKA,2016,3,0,1
CHAMARAJANAGAR,KARNATAKA,2011,6,1,0
CHAMARAJANAGAR,KARNATAKA,2012,4,1,0
CHAMARAJANAGAR,KARNATAKA,2012,8,1,0
CHAMARAJANAGAR,KARNATAKA,2013,4,1,0
CHAMARAJANAGAR,KARNATAKA,2013,5,1,0
CHAMARAJANAGAR,KARNATAKA,2016,3,1,0
CHAMARAJANAGAR,KARNATAKA,2020,2,1,0
CHAMARAJNAGAR,KARNATAKA,2009,11,0,1
CHAMARAJNAGAR,KARNATAKA,2010,6,1,0
CHAMARAJNAGAR,KARNATAKA,2011,4,1,0
CHAMARAJNAGAR,KARNATAKA,2011,6,1,0
CHAMARAJNAGAR,KARNATAKA,2012,1,0,1
CHAMARAJNAGAR,KARNATAKA,2012,5,1,0
CHIKBALLAPUR,KARNATAKA,2015,9,1,0
CHIKKABALLAPUR,KARNATAKA,2009,8,1,0
CHIKKABALLAPUR,KARNATAKA,2010,4,1,0
CHIKKABALLAPUR,KARNATAKA,2010,5,1,0
CHIKKABALLAPUR,KARNATAKA,2010,11,1,0
CHIKKABALLAPUR,KARNATAKA,2011,2,0,1
