district_clean,state_clean,year,month,outbreak_add,outbreak_cholera
ROHTAS,BIHAR,2019,10,1,0
ROHTAS,BIHAR,2019,12,1,0
SAHARSA,BIHAR,2011,6,1,0
SAHARSA,BIHAR,2011,9,1,0
SAHARSA,BIHAR,2012,6,1,0
SAHARSA,BIHAR,2012,8,1,0
SAHARSA,BIHAR,2013,6,1,0
SAHARSA,BIHAR,2013,10,1,0
SAHARSA,BIHAR,2014,8,1,0
SAHARSA,BIHAR,2014,10,1,0
SAHARSA,BIHAR,2015,8,1,0
SAHARSA,BIHAR,2015,9,1,0
SAHARSA,BIHAR,2017,8,1,0
SAHARSA,BIHAR,2019,10,1,0
SAMASTIPUR,BIHAR,2012,9,1,0
SAMASTIPUR,BIHAR,2015,7,1,0
SAMASTIPUR,BIHAR,2016,9,1,0
SAMASTIPUR,BIHAR,2016,10,1,0
SARAN,BIHAR,2015,9,1,0
SARAN,BIHAR,2018,9,1,0
SHEIKHPURA,BIHAR,2011,7,1,0
SHEIKHPURA,BIHAR,2012,7,1,0
SHEIKHPURA,BIHAR,2013,7,1,0
SHEIKHPURA,BIHAR,2019,8,1,0
SIWAN,BIHAR,2012,5,1,0
SIWAN,BIHAR,2012,7,1,0
SIWAN,BIHAR,2012,8,1,0
SIWAN,BIHAR,2019,8,1,0
VAISHALI,BIHAR,2015,9,1,0
VAISHALI,BIHAR,2015,10,1,0
VAISHALI,BIHAR,2016,10,1,0
VAISHALI,BIHAR,2017,7,1,0
VAISHALI,BIHAR,2017,8,1,0
VAISHALI,BIHAR,2018,6,1,0
WEST CHAMPARAN,BIHAR,2013,8,1,0
WEST CHAMPARAN,BIHAR,2015,7,1,0
WEST CHAMPARAN,BIHAR,2016,7,1,0
WEST CHAMPARAN,BIHAR,2016,9,1,0
WEST CHAMPARAN,BIHAR,2017,9,1,0
WEST CHAMPARAN,BIHAR,2019,8,1,0
CHANDIGARH,CHANDIGARH,2011,8,0,1
CHANDIGARH,CHANDIGARH,2012,6,0,1
CHANDIGARH,CHANDIGARH,2015,7,0,1
CHANDIGARH,CHANDIGARH,2015,8,0,1
CHANDIGARH,CHANDIGARH,2015,9,0,1
CHANDIGARH,CHANDIGARH,2016,6,0,1
CHANDIGARH,CHANDIGARH,2017,1,1,0
CHANDIGARH,CHANDIGARH,2017,3,1,0
CHANDIGARH,CHANDIGARH,2017,6,0,1
CHANDIGARH,CHANDIGARH,2018,1,1,0
CHANDIGARH,CHANDIGARH,2018,6,1,0
CHANDIGARH,CHANDIGARH,2021,8,0,1
BALOD,CHHATTISGARH,2013,6,1,0
BALOD,CHHATTISGARH,2013,7,1,0
BALOD,CHHATTISGARH,2013,8,1,0
BALOD,CHHATTISGARH,2013,10,1,0
BALOD,CHHATTISGARH,2016,5,1,0
BALOD,CHHATTISGARH,2016,6,1,0
BALOD,CHHATTISGARH,2016,7,1,0
BALOD,CHHATTISGARH,2016,8,1,0
BALOD,CHHATTISGARH,2016,10,1,0
BALOD,CHHATTISGARH,2017,6,1,0
BALOD,CHHATTISGARH,2017,7,1,0
BALOD,CHHATTISGARH,2018,3,1,0
BALOD,CHHATTISGARH,2018,4,1,0
BALOD,CHHATTISGARH,2019,7,1,0
BALOD,CHHATTISGARH,2019,11,1,0
BALOD,CHHATTISGARH,2020,8,1,0
BALOD,CHHATTISGARH,2022,6,1,0
BALODABAZAR,CHHATTISGARH,2016,7,1,0
BALODABAZAR,CHHATTISGARH,2017,5,1,0
BALODABAZAR,CHHATTISGARH,2017,8,1,0
BALODABAZAR,CHHATTISGARH,2018,4,1,0
BALODABAZAR,CHHATTISGARH,2018,5,1,0
BALODABAZAR,CHHATTISGARH,2019,7,1,0
BALODABAZAR,CHHATTISGARH,2019,8,1,0
BALODABAZAR,CHHATTISGARH,2019,10,1,0
BALODABAZAR,CHHATTISGARH,2020,1,1,0
BALRAMPUR,CHHATTISGARH,2016,7,1,0
BALRAMPUR,CHHATTISGARH,2016,8,1,0
BALRAMPUR,CHHATTISGARH,2019,9,1,0
BALRAMPUR,CHHATTISGARH,2019,10,1,0
BASTAR,CHHATTISGARH,2013,1,1,0
BASTAR,CHHATTISGARH,2013,7,1,0
BASTAR,CHHATTISGARH,2013,8,1,0
BASTAR,CHHATTISGARH,2013,9,1,0
BASTAR,CHHATTISGARH,2014,1,1,0
BASTAR,CHHATTISGARH,2016,9,1,0
BASTAR,CHHATTISGARH,2017,8,1,0
BASTAR,CHHATTISGARH,2019,10,1,0
BEMETARA,CHHATTISGARH,2015,6,1,0
BEMETARA,CHHATTISGARH,2015,9,1,0
BEMETARA,CHHATTISGARH,2016,5,1,0
BEMETARA,CHHATTISGARH,2016,7,1,0
BEMETARA,CHHATTISGARH,2016,9,1,0
BEMETARA,CHHATTISGARH,2017,5,1,0
BEMETARA,CHHATTISGARH,2017,6,1,0
BEMETARA,CHHATTISGARH,2017,7,1,0
BEMETARA,CHHATTISGARH,2017,8,1,0
BEMETARA,CHHATTISGARH,2017,9,1,0
BEMETARA,CHHATTISGARH,2018,6,1,0
BEMETARA,CHHATTISGARH,2018,9,1,0
BILASPUR,CHHATTISGARH,2009,6,1,0
BILASPUR,CHHATTISGARH,2011,7,1,0
BILASPUR,CHHATTISGARH,2011,8,1,0
BILASPUR,CHHATTISGARH,2011,9,1,0
BILASPUR,CHHATTISGARH,2011,10,1,0
BILASPUR,CHHATTISGARH,2013,8,1,0
BILASPUR,CHHATTISGARH,2016,6,1,0
BILASPUR,CHHATTISGARH,2016,7,1,0
BILASPUR,CHHATTISGARH,2017,6,1,0
BILASPUR,CHHATTISGARH,2017,7,1,0
DHAMTARI,CHHATTISGARH,2011,8,1,0
DHAMTARI,CHHATTISGARH,2011,9,1,0
DHAMTARI,CHHATTISGARH,2012,7,1,0
DHAMTARI,CHHATTISGARH,2012,8,1,0
DHAMTARI,CHHATTISGARH,2012,12,1,0
DHAMTARI,CHHATTISGARH,2013,7,1,0
DHAMTARI,CHHATTISGARH,2013,8,1,0
DHAMTARI,CHHATTISGARH,2013,11,1,0
DHAMTARI,CHHATTISGARH,2014,6,1,0
DHAMTARI,CHHATTISGARH,2014,7,1,0
DHAMTARI,CHHATTISGARH,2015,9,1,0
DHAMTARI,CHHATTISGARH,2016,5,1,0
DHAMTARI,CHHATTISGARH,2016,7,1,0
DHAMTARI,CHHATTISGARH,2016,8,1,0
DHAMTARI,CHHATTISGARH,2016,9,1,0
DHAMTARI,CHHATTISGARH,2016,10,1,0
DHAMTARI,CHHATTISGARH,2019,8,1,0
DHAMTARI,CHHATTISGARH,2020,1,1,0
DURG,CHHATTISGARH,2011,9,1,0
DURG,CHHATTISGARH,2012,10,0,1
DURG,CHHATTISGARH,2015,6,1,0
DURG,CHHATTISGARH,2016,6,1,0
DURG,CHHATTISGARH,2016,7,1,0
DURG,CHHATTISGARH,2018,4,1,0
DURG,CHHATTISGARH,2019,4,1,0
DURG,CHHATTISGARH,2019,7,1,0
GARIYABAND,CHHATTISGARH,2016,7,1,0
GARIYABAND,CHHATTISGARH,2016,8,1,0
GARIYABAND,CHHATTISGARH,2016,9,1,0
GARIYABAND,CHHATTISGARH,2017,3,1,0
GARIYABAND,CHHATTISGARH,2017,4,1,0
GARIYABAND,CHHATTISGARH,2020,4,1,0
GARIYABAND,CHHATTISGARH,2022,5,1,0
JANJGIR,CHHATTISGARH,2011,7,1,0
JANJGIR,CHHATTISGARH,2011,8,1,1
JANJGIR,CHHATTISGARH,2011,9,1,1
JANJGIR,CHHATTISGARH,2012,7,1,0
JANJGIR,CHHATTISGARH,2012,8,1,0
JANJGIR,CHHATTISGARH,2012,9,1,0
JANJGIR,CHHATTISGARH,2013,7,1,0
JANJGIR,CHHATTISGARH,2013,9,1,0
JANJGIR,CHHATTISGARH,2013,10,1,0
JANJGIR,CHHATTISGARH,2014,7,1,0
JANJGIR,CHHATTISGARH,2014,8,1,0
JANJGIR,CHHATTISGARH,2015,5,1,0
JANJGIR,CHHATTISGARH,2015,7,1,0
JANJGIR,CHHATTISGARH,2015,8,1,0
JANJGIR,CHHATTISGARH,2015,11,1,0
JANJGIR,CHHATTISGARH,2016,7,1,0
JANJGIR,CHHATTISGARH,2016,8,1,1
JANJGIR,CHHATTISGARH,2016,9,1,1
JANJGIR,CHHATTISGARH,2017,5,1,0
JANJGIR,CHHATTISGARH,2017,7,1,0
JANJGIR,CHHATTISGARH,2018,5,1,0
JANJGIR,CHHATTISGARH,2018,6,1,0
JANJGIR,CHHATTISGARH,2019,4,1,0
JANJGIR,CHHATTISGARH,2019,6,1,0
JANJGIR,CHHATTISGARH,2019,7,1,0
JANJGIR,CHHATTISGARH,2019,8,1,0
JANJGIR,CHHATTISGARH,2019,9,1,0
JANJGIR,CHHATTISGARH,2019,12,1,0
JANJGIR CHAMPA,CHHATTISGARH,2022,5,1,0
JASHPUR,CHHATTISGARH,2011,8,1,0
JASHPUR,CHHATTISGARH,2013,8,1,0
JASHPUR,CHHATTISGARH,2016,7,1,0
JASHPUR,CHHATTISGARH,2017,6,1,0
JASHPUR,CHHATTISGARH,2018,9,1,0
JASHPUR,CHHATTISGARH,2022,6,1,0
KANKER,CHHATTISGARH,2019,4,1,0
KAWARDHA,CHHATTISGARH,2011,6,0,1
KAWARDHA,CHHATTISGARH,2017,5,1,0
KAWARDHA,CHHATTISGARH,2017,7,1,0
KAWARDHA,CHHATTISGARH,2017,9,1,0
KAWARDHA,CHHATTISGARH,2019,6,1,0
KAWARDHA,CHHATTISGARH,2019,8,1,0
KAWARDHA,CHHATTISGARH,2019,9,1,0
KONDAGAON,CHHATTISGARH,2016,7,1,0
KONDAGAON,CHHATTISGARH,2017,1,1,0
KONDAGAON,CHHATTISGARH,2017,5,1,0
KORBA,CHHATTISGARH,2011,5,1,0
KORBA,CHHATTISGARH,2011,6,1,0
KORBA,CHHATTISGARH,2012,8,1,0
KORBA,CHHATTISGARH,2013,9,1,0
KORBA,CHHATTISGARH,2013,12,1,0
KORBA,CHHATTISGARH,2016,7,0,1
KORBA,CHHATTISGARH,2016,8,1,0
KORBA,CHHATTISGARH,2016,9,1,0
KORBA,CHHATTISGARH,2017,7,1,0
KORBA,CHHATTISGARH,2018,10,1,0
MAHASAMUND,CHHATTISGARH,2011,7,1,0
MAHASAMUND,CHHATTISGARH,2011,8,1,0
MAHASAMUND,CHHATTISGARH,2011,9,0,1
MAHASAMUND,CHHATTISGARH,2012,7,1,0
MAHASAMUND,CHHATTISGARH,2012,8,1,0
MAHASAMUND,CHHATTISGARH,2013,7,1,0
MAHASAMUND,CHHATTISGARH,2014,7,1,1
MAHASAMUND,CHHATTISGARH,2014,8,1,0
MAHASAMUND,CHHATTISGARH,2015,6,1,0
MAHASAMUND,CHHATTISGARH,2015,7,1,0
MAHASAMUND,CHHATTISGARH,2016,6,1,0
MAHASAMUND,CHHATTISGARH,2016,7,1,0
MAHASAMUND,CHHATTISGARH,2017,7,1,0
MAHASAMUND,CHHATTISGARH,2017,8,0,1
MAHASAMUND,CHHATTISGARH,2019,5,1,0
MUNGELI,CHHATTISGARH,2015,6,1,0
NARAYANPUR,CHHATTISGARH,2013,9,0,1
RAIGARH,CHHATTISGARH,2011,9,1,0
RAIGARH,CHHATTISGARH,2011,11,1,0
RAIGARH,CHHATTISGARH,2012,2,1,0
RAIGARH,CHHATTISGARH,2012,5,1,0
RAIGARH,CHHATTISGARH,2012,6,1,0
RAIGARH,CHHATTISGARH,2012,7,1,0
RAIGARH,CHHATTISGARH,2012,8,1,0
RAIGARH,CHHATTISGARH,2013,7,1,0
RAIGARH,CHHATTISGARH,2013,8,1,0
RAIGARH,CHHATTISGARH,2014,6,1,0
RAIGARH,CHHATTISGARH,2014,7,1,0
RAIGARH,CHHATTISGARH,2014,8,1,0
RAIGARH,CHHATTISGARH,2014,12,1,0
RAIGARH,CHHATTISGARH,2015,9,1,0
RAIGARH,CHHATTISGARH,2016,5,1,0
RAIGARH,CHHATTISGARH,2016,6,1,0
RAIGARH,CHHATTISGARH,2017,6,1,0
RAIGARH,CHHATTISGARH,2018,12,1,0
RAIGARH,CHHATTISGARH,2019,10,1,0
RAIGARH,CHHATTISGARH,2019,11,1,0
RAIGARH,CHHATTISGARH,2019,12,1,0
RAIPUR,CHHATTISGARH,2009,8,1,0
RAIPUR,CHHATTISGARH,2011,7,1,0
RAIPUR,CHHATTISGARH,2011,8,1,0
RAIPUR,CHHATTISGARH,2011,9,1,0
RAIPUR,CHHATTISGARH,2012,7,1,0
RAIPUR,CHHATTISGARH,2012,8,1,0
RAIPUR,CHHATTISGARH,2013,4,1,0
RAIPUR,CHHATTISGARH,2014,9,1,0
RAIPUR,CHHATTISGARH,2014,10,1,0
RAIPUR,CHHATTISGARH,2015,6,1,0
RAIPUR,CHHATTISGARH,2015,7,1,0
RAIPUR,CHHATTISGARH,2015,10,1,0
RAIPUR,CHHATTISGARH,2016,7,1,0
RAIPUR,CHHATTISGARH,2016,8,1,0
RAIPUR,CHHATTISGARH,2019,6,1,0
RAJNANDGAON,CHHATTISGARH,2011,9,1,0
RAJNANDGAON,CHHATTISGARH,2013,6,1,0
RAJNANDGAON,CHHATTISGARH,2013,11,1,0
RAJNANDGAON,CHHATTISGARH,2014,9,1,0
RAJNANDGAON,CHHATTISGARH,2015,6,1,0
RAJNANDGAON,CHHATTISGARH,2015,7,1,0
RAJNANDGAON,CHHATTISGARH,2015,10,1,0
RAJNANDGAON,CHHATTISGARH,2016,7,1,0
RAJNANDGAON,CHHATTISGARH,2016,8,1,0
RAJNANDGAON,CHHATTISGARH,2016,9,1,0
RAJNANDGAON,CHHATTISGARH,2016,11,1,0
RAJNANDGAON,CHHATTISGARH,2017,6,1,0
RAJNANDGAON,CHHATTISGARH,2017,7,1,0
RAJNANDGAON,CHHATTISGARH,2019,3,1,0
RAJNANDGAON,CHHATTISGARH,2019,5,1,0
RAJNANDGAON,CHHATTISGARH,2019,6,1,0
RAJNANDGAON,CHHATTISGARH,2019,8,1,0
SURAJPUR,CHHATTISGARH,2016,5,1,0
SURAJPUR,CHHATTISGARH,2019,6,1,0
SURGUJA,CHHATTISGARH,2010,7,1,0
SURGUJA,CHHATTISGARH,2011,5,1,0
SURGUJA,CHHATTISGARH,2011,6,1,0
SURGUJA,CHHATTISGARH,2011,8,1,0
SURGUJA,CHHATTISGARH,2016,7,1,0
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2013,7,0,1
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2015,8,0,1
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2016,7,0,1
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2016,11,1,0
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2018,7,1,1
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2019,1,0,1
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2020,1,1,0
DAMAN AND DIU,DAMAN AND DIU,2009,7,1,0
DIU DAMAN,DAMAN AND DIU,2020,3,1,0
CENTRAL DELHI,DELHI,2014,9,1,0
NEW DELHI,DELHI,2013,8,0,1
NEW DELHI,DELHI,2015,7,1,0
NORTH DELHI,DELHI,2016,7,0,1
NORTH DELHI,DELHI,2018,8,0,1
NORTH DELHI,DELHI,2019,6,0,1
NORTH DELHI,DELHI,2019,7,0,1
SOUTH DELHI,DELHI,2015,1,1,0
SOUTH DELHI,DELHI,2016,1,1,0
SOUTH DISTRICT,DELHI,2013,6,1,0
SOUTH WEST DISTRICT,DELHI,2013,7,0,1
WEST DELHI,DELHI,2016,3,1,0
WEST DELHI,DELHI,2016,10,1,0
NORTH GOA,GOA,2013,5,1,1
NORTH GOA,GOA,2018,2,1,0
NORTH GOA,GOA,2018,9,1,0
NORTH GOA,GOA,2019,2,1,0
SOUTH GOA,GOA,2018,4,1,0
AHMEDABAD,GUJARAT,2010,8,0,1
AHMEDABAD,GUJARAT,2010,12,1,0
AHMEDABAD,GUJARAT,2011,2,1,0
AHMEDABAD,GUJARAT,2012,8,1,0
AHMEDABAD,GUJARAT,2012,10,1,0
AHMEDABAD,GUJARAT,2013,4,1,0
AHMEDABAD,GUJARAT,2013,6,0,1
AHMEDABAD,GUJARAT,2013,7,1,0
AHMEDABAD,GUJARAT,2014,1,1,0
AHMEDABAD,GUJARAT,2014,7,1,0
AHMEDABAD,GUJARAT,2015,2,0,1
AHMEDABAD,GUJARAT,2019,6,1,0
AHMEDABAD,GUJARAT,2022,2,1,0
AMRELI,GUJARAT,2009,7,1,0
AMRELI,GUJARAT,2010,1,1,0
AMRELI,GUJARAT,2010,10,1,0
AMRELI,GUJARAT,2010,11,1,0
AMRELI,GUJARAT,2011,11,1,0
AMRELI,GUJARAT,2013,3,1,0
AMRELI,GUJARAT,2014,5,1,0
AMRELI,GUJARAT,2014,8,1,0
AMRELI,GUJARAT,2015,3,1,0
ANAND,GUJARAT,2010,7,1,0
ANAND,GUJARAT,2010,8,1,0
ANAND,GUJARAT,2011,2,1,0
ANAND,GUJARAT,2011,4,1,0
ANAND,GUJARAT,2011,11,1,0
ANAND,GUJARAT,2012,2,1,0
ANAND,GUJARAT,2012,7,1,1
ANAND,GUJARAT,2013,7,1,1
ANAND,GUJARAT,2014,3,1,0
ANAND,GUJARAT,2014,11,1,0
ANAND,GUJARAT,2014,12,1,0
ANAND,GUJARAT,2015,7,1,0
ANAND,GUJARAT,2015,9,1,0
ANAND,GUJARAT,2015,10,0,1
ANAND,GUJARAT,2017,6,0,1
ANAND,GUJARAT,2017,8,1,0
ANAND,GUJARAT,2017,12,1,0
ANAND,GUJARAT,2018,1,1,0
ANAND,GUJARAT,2018,7,0,1
ANAND,GUJARAT,2019,1,1,0
ANAND,GUJARAT,2019,8,1,0
ANAND,GUJARAT,2021,5,1,0
ARAVALLI,GUJARAT,2015,5,1,0
ARAVALLI,GUJARAT,2016,4,1,0
BANASKANTHA,GUJARAT,2011,2,1,0
BANASKANTHA,GUJARAT,2011,5,1,0
BANASKANTHA,GUJARAT,2012,1,1,0
BANASKANTHA,GUJARAT,2012,7,0,1
BANASKANTHA,GUJARAT,2013,5,1,0
BANASKANTHA,GUJARAT,2015,6,1,0
BANASKANTHA,GUJARAT,2016,4,0,1
BANASKANTHA,GUJARAT,2016,6,1,0
BANASKANTHA,GUJARAT,2016,7,1,0
BANASKANTHA,GUJARAT,2017,6,1,0
BANASKANTHA,GUJARAT,2018,3,1,0
BHARUCH,GUJARAT,2010,9,0,1
BHARUCH,GUJARAT,2011,1,1,0
BHARUCH,GUJARAT,2011,5,1,0
BHARUCH,GUJARAT,2011,12,1,0
BHARUCH,GUJARAT,2012,2,1,0
BHARUCH,GUJARAT,2014,6,1,0
BHARUCH,GUJARAT,2014,9,1,0
BHARUCH,GUJARAT,2015,6,1,0
BHARUCH,GUJARAT,2018,4,1,0
BHAVNAGAR,GUJARAT,2009,7,1,0
BHAVNAGAR,GUJARAT,2010,6,1,0
BHAVNAGAR,GUJARAT,2011,11,1,0
BHAVNAGAR,GUJARAT,2011,12,1,0
BHAVNAGAR,GUJARAT,2012,5,1,0
BHAVNAGAR,GUJARAT,2013,5,1,0
BHAVNAGAR,GUJARAT,2014,12,1,0
BHAVNAGAR,GUJARAT,2018,6,1,0
CHHOTA UDEPUR,GUJARAT,2022,6,1,0
CHOTA UDAIPUR,GUJARAT,2014,11,0,1
DAHOD,GUJARAT,2010,2,1,0
DAHOD,GUJARAT,2010,6,0,1
DAHOD,GUJARAT,2011,3,1,0
DAHOD,GUJARAT,2012,5,1,0
DAHOD,GUJARAT,2012,8,1,0
DAHOD,GUJARAT,2018,4,1,0
DAHOD,GUJARAT,2018,7,0,1
DEVBHUMI DWARKA,GUJARAT,2017,2,1,0
GANDHI NAGAR,GUJARAT,2010,5,1,0
GANDHI NAGAR,GUJARAT,2010,6,1,0
GANDHI NAGAR,GUJARAT,2011,6,1,0
GANDHI NAGAR,GUJARAT,2013,7,1,0
GANDHI NAGAR,GUJARAT,2014,11,1,0
GANDHI NAGAR,GUJARAT,2015,5,0,1
GANDHI NAGAR,GUJARAT,2016,3,1,0
GANDHI NAGAR,GUJARAT,2016,4,0,1
GANDHI NAGAR,GUJARAT,2016,5,0,1
GANDHI NAGAR,GUJARAT,2016,6,1,0
GANDHI NAGAR,GUJARAT,2017,5,0,1
GANDHI NAGAR,GUJARAT,2019,6,0,1
GANDHI NAGAR,GUJARAT,2021,7,1,1
GANDHINAGAR,GUJARAT,2010,4,1,0
GANDHINAGAR,GUJARAT,2010,6,1,0
GANDHINAGAR,GUJARAT,2010,7,1,0
GANDHINAGAR,GUJARAT,2010,12,1,0
GANDHINAGAR,GUJARAT,2012,6,1,0
GANDHINAGAR,GUJARAT,2012,7,1,0
GANDHINAGAR,GUJARAT,2013,4,1,0
GANDHINAGAR,GUJARAT,2013,5,0,1
GANDHINAGAR,GUJARAT,2013,6,0,1
GANDHINAGAR,GUJARAT,2014,6,1,0
GANDHINAGAR,GUJARAT,2016,3,1,0
GANDHINAGAR,GUJARAT,2016,6,1,0
GANDHINAGAR,GUJARAT,2016,7,0,1
GANDHINAGAR,GUJARAT,2016,8,0,1
GANDHINAGAR,GUJARAT,2016,10,1,0
GANDHINAGAR,GUJARAT,2017,5,0,1
GANDHINAGAR,GUJARAT,2017,6,0,1
GANDHINAGAR,GUJARAT,2022,3,1,0
JAMNAGAR,GUJARAT,2010,12,0,1
JAMNAGAR,GUJARAT,2011,6,0,1
JAMNAGAR,GUJARAT,2013,1,1,0
JAMNAGAR,GUJARAT,2016,4,1,0
JAMNAGAR,GUJARAT,2016,5,0,1
JAMNAGAR,GUJARAT,2020,2,1,0
JUNAGADH,GUJARAT,2010,9,1,0
JUNAGADH,GUJARAT,2010,10,1,0
JUNAGADH,GUJARAT,2010,11,1,0
JUNAGADH,GUJARAT,2010,12,1,0
JUNAGADH,GUJARAT,2011,3,1,0
JUNAGADH,GUJARAT,2022,6,1,0
JUNAGARH,GUJARAT,2010,8,1,0
KHEDA,GUJARAT,2010,3,1,0
KHEDA,GUJARAT,2010,6,1,0
KHEDA,GUJARAT,2010,9,1,0
KHEDA,GUJARAT,2011,1,1,0
KHEDA,GUJARAT,2011,3,1,0
KHEDA,GUJARAT,2011,6,1,0
KHEDA,GUJARAT,2012,1,1,0
KHEDA,GUJARAT,2012,4,1,0
KHEDA,GUJARAT,2013,7,1,0
KHEDA,GUJARAT,2013,8,1,0
KHEDA,GUJARAT,2013,9,1,0
KHEDA,GUJARAT,2014,4,1,0
KHEDA,GUJARAT,2014,7,1,0
KHEDA,GUJARAT,2014,9,1,0
KHEDA,GUJARAT,2015,7,1,0
KHEDA,GUJARAT,2016,1,1,0
KHEDA,GUJARAT,2016,3,0,1
KHEDA,GUJARAT,2016,5,1,0
KHEDA,GUJARAT,2016,7,0,1
KHEDA,GUJARAT,2016,8,0,1
KHEDA,GUJARAT,2016,9,1,0
KHEDA,GUJARAT,2016,10,1,0
KHEDA,GUJARAT,2017,7,1,0
KHEDA,GUJARAT,2017,12,1,1
KHEDA,GUJARAT,2018,5,1,0
KHEDA,GUJARAT,2018,7,1,0
KHEDA,GUJARAT,2019,5,1,0
KHEDA,GUJARAT,2019,7,1,0
KHEDA,GUJARAT,2021,6,0,1
KHEDA,GUJARAT,2021,7,0,1
KHEDA,GUJARAT,2022,3,1,0
KUTCH,GUJARAT,2011,5,1,0
KUTCH,GUJARAT,2012,3,1,0
KUTCH,GUJARAT,2012,8,1,0
KUTCH,GUJARAT,2012,10,1,0
MAHESANA,GUJARAT,2011,5,1,0
MAHESANA,GUJARAT,2014,5,1,0
MAHESANA,GUJARAT,2014,7,1,0
MAHESANA,GUJARAT,2015,6,1,0
MAHESANA,GUJARAT,2016,10,1,0
MAHESANA,GUJARAT,2017,7,1,0
MAHESANA,GUJARAT,2017,11,1,0
MAHESANA,GUJARAT,2019,1,1,0
MAHESANA,GUJARAT,2019,6,1,0
MAHESANA,GUJARAT,2019,10,1,0
MAHESANA,GUJARAT,2020,1,1,0
MEHSANA,GUJARAT,2013,6,1,0
MEHSANA,GUJARAT,2015,1,1,0
MEHSANA,GUJARAT,2015,2,1,0
MEHSANA,GUJARAT,2016,1,1,0
MORBI,GUJARAT,2015,6,1,0
MORBI,GUJARAT,2016,11,1,0
MORBI,GUJARAT,2018,7,1,0
MORBI,GUJARAT,2019,12,1,0
MORBI,GUJARAT,2021,6,1,0
NARMADA,GUJARAT,2010,10,0,1
NARMADA,GUJARAT,2010,12,1,0
NARMADA,GUJARAT,2013,7,1,0
NARMADA,GUJARAT,2014,9,1,0
NARMADA,GUJARAT,2015,6,0,1
NARMADA,GUJARAT,2016,6,0,1
NARMADA,GUJARAT,2018,4,1,0
NARMADA,GUJARAT,2018,7,1,0
NAVSARI,GUJARAT,2010,5,1,0
NAVSARI,GUJARAT,2010,6,1,1
NAVSARI,GUJARAT,2010,9,1,0
NAVSARI,GUJARAT,2011,2,1,0
NAVSARI,GUJARAT,2011,7,1,1
NAVSARI,GUJARAT,2011,8,1,0
NAVSARI,GUJARAT,2012,7,0,1
NAVSARI,GUJARAT,2013,6,0,1
NAVSARI,GUJARAT,2013,10,1,0
NAVSARI,GUJARAT,2014,8,1,0
NAVSARI,GUJARAT,2015,5,1,0
NAVSARI,GUJARAT,2015,6,1,0
NAVSARI,GUJARAT,2015,7,1,0
NAVSARI,GUJARAT,2016,7,1,0
NAVSARI,GUJARAT,2016,12,1,0
NAVSARI,GUJARAT,2017,7,0,1
NAVSARI,GUJARAT,2018,3,1,0
NAVSARI,GUJARAT,2018,4,1,0
NAVSARI,GUJARAT,2018,7,1,0
NAVSARI,GUJARAT,2019,7,0,1
NAVSARI,GUJARAT,2021,6,1,0
NAVSARI,GUJARAT,2021,7,1,0
NAVSARI,GUJARAT,2021,10,1,1
NAVSARI,GUJARAT,2021,11,1,0
NAVSARI,GUJARAT,2022,1,1,0
NAVSARI,GUJARAT,2022,3,1,0
NAVSARI,GUJARAT,2022,5,1,0
PANCHMAHAL,GUJARAT,2010,5,0,1
PANCHMAHAL,GUJARAT,2011,7,1,0
PANCHMAHAL,GUJARAT,2013,9,1,0
PANCHMAHAL,GUJARAT,2014,6,1,0
PANCHMAHAL,GUJARAT,2019,10,0,1
PATAN,GUJARAT,2017,5,1,0
PATAN,GUJARAT,2022,1,1,0
PORBANDAR,GUJARAT,2018,7,1,0
RAJKOT,GUJARAT,2010,9,1,0
RAJKOT,GUJARAT,2010,10,1,0
RAJKOT,GUJARAT,2011,9,0,1
RAJKOT,GUJARAT,2011,11,1,0
RAJKOT,GUJARAT,2011,12,1,0
RAJKOT,GUJARAT,2012,3,1,0
RAJKOT,GUJARAT,2013,6,1,0
RAJKOT,GUJARAT,2015,1,1,0
RAJKOT,GUJARAT,2017,2,1,0
RAJKOT,GUJARAT,2019,4,1,0
SABARKANTHA,GUJARAT,2011,1,1,0
SABARKANTHA,GUJARAT,2011,4,1,0
SABARKANTHA,GUJARAT,2011,6,1,0
SABARKANTHA,GUJARAT,2012,5,1,0
SABARKANTHA,GUJARAT,2013,7,1,0
SABARKANTHA,GUJARAT,2013,10,1,0
SABARKANTHA,GUJARAT,2014,8,0,1
SABARKANTHA,GUJARAT,2014,10,1,0
SABARKANTHA,GUJARAT,2015,6,1,0
SABARKANTHA,GUJARAT,2015,7,1,0
SABARKANTHA,GUJARAT,2017,9,1,0
SABARKANTHA,GUJARAT,2018,5,1,0
SABARKANTHA,GUJARAT,2020,6,1,0
SURAT,GUJARAT,2010,6,1,0
SURAT,GUJARAT,2010,8,1,0
SURAT,GUJARAT,2010,9,1,0
SURAT,GUJARAT,2011,1,1,0
SURAT,GUJARAT,2011,3,1,0
SURAT,GUJARAT,2011,6,1,0
